  1.3693E+01   2.0010E-04   1.8235E-04 
  4.1079E+01   5.4371E-04   5.4160E-04 
  6.8465E+01   9.0265E-04   8.8478E-04 
  9.5851E+01   1.2335E-03   1.2021E-03 
  1.2324E+02   1.4836E-03   1.4849E-03 
  1.5062E+02   1.7034E-03   1.7264E-03 
  1.7801E+02   1.9360E-03   1.9215E-03 
  2.0540E+02   2.0781E-03   2.0672E-03 
  2.3278E+02   2.0952E-03   2.1627E-03 
  2.6017E+02   2.1953E-03   2.2091E-03 
  2.8755E+02   2.1887E-03   2.2093E-03 
  3.1494E+02   2.2322E-03   2.1677E-03 
  3.4233E+02   2.0609E-03   2.0897E-03 
  3.6971E+02   2.0379E-03   1.9818E-03 
  3.9710E+02   1.8411E-03   1.8505E-03 
  4.2448E+02   1.6826E-03   1.7026E-03 
  4.5187E+02   1.5457E-03   1.5444E-03 
  4.7926E+02   1.3408E-03   1.3820E-03 
  5.0664E+02   1.2119E-03   1.2203E-03 
  5.3403E+02   1.0571E-03   1.0637E-03 
  5.6142E+02   9.1251E-04   9.1551E-04 
  5.8880E+02   7.6024E-04   7.7830E-04 
  6.1619E+02   6.5873E-04   6.5365E-04 
  6.4357E+02   5.2837E-04   5.4243E-04 
  6.7096E+02   4.5169E-04   4.4485E-04 
  6.9835E+02   3.6515E-04   3.6059E-04 
  7.2573E+02   2.7824E-04   2.8893E-04 
  7.5312E+02   2.3881E-04   2.2889E-04 
  7.8050E+02   1.9791E-04   1.7928E-04 
  8.0789E+02   1.4679E-04   1.3886E-04 
  8.3528E+02   1.0553E-04   1.0635E-04 
  8.6266E+02   8.5445E-05   8.0563E-05 
  8.9005E+02   5.7693E-05   6.0358E-05 
  9.1744E+02   4.1627E-05   4.4728E-05 
  9.4482E+02   3.0672E-05   3.2786E-05 
  9.7221E+02   2.0083E-05   2.3774E-05 
  9.9959E+02   2.3004E-05   1.7054E-05 
  1.0270E+03   1.0224E-05   1.2102E-05 
  1.0544E+03   9.8590E-06   8.4970E-06 
  1.0818E+03   6.2075E-06   5.9024E-06 
  1.1091E+03   4.3818E-06   4.0566E-06 
  1.1365E+03   4.3818E-06   2.7587E-06 
  1.1639E+03   2.5560E-06   1.8562E-06 
  1.1913E+03   2.1909E-06   1.2359E-06 
  1.2187E+03   3.6515E-07   8.1428E-07 
  1.2461E+03   7.3030E-07   5.3087E-07 
  1.2735E+03   7.3030E-07   3.4250E-07 
  1.3008E+03   0.0000E+00   2.1866E-07 
  1.3282E+03   3.6515E-07   1.3815E-07 
  1.3556E+03   0.0000E+00   8.6382E-08 
