   8.3444992E-01     3.3472420E-02  
   8.3481100E-01     3.1564131E-02  
   8.3515277E-01     2.9757911E-02  
   8.3547122E-01     2.8074965E-02  
   8.3578966E-01     2.6392019E-02  
   8.3610811E-01     2.4709072E-02  
   8.3642655E-01     2.3026126E-02  
   8.3674500E-01     2.1343180E-02  
   8.3706344E-01     1.9660233E-02  
   8.3738189E-01     1.7977287E-02  
   8.3770033E-01     1.6294341E-02  
   8.3801878E-01     1.4611394E-02  
   8.3833722E-01     1.2928448E-02  
   8.3865566E-01     1.1245502E-02  
   8.3897411E-01     9.5625554E-03  
   8.3929255E-01     7.8796091E-03  
   8.3961100E-01     6.1966628E-03  
   8.3991083E-01     4.6120883E-03  
   8.4021066E-01     3.0275138E-03  
   8.4051049E-01     1.4429393E-03  
   8.4108335E-01     1.5845745E-03  
   8.4138318E-01     3.1691490E-03  
   8.4168301E-01     4.7537235E-03  
   8.4198284E-01     6.3382980E-03  
   8.4228268E-01     7.9228725E-03  
   8.4258251E-01     9.5074470E-03  
   8.4288234E-01     1.1092021E-02  
   8.4318217E-01     1.2676596E-02  
   8.4349783E-01     1.4344830E-02  
   8.4381349E-01     1.6013065E-02  
   8.4412915E-01     1.7681299E-02  
   8.4444481E-01     1.9349534E-02  
   8.4476047E-01     2.1017768E-02  
   8.4507613E-01     2.2686002E-02  
   8.4539179E-01     2.4354237E-02  
   8.4567956E-01     2.5875049E-02  
   8.4596733E-01     2.7395861E-02  
   8.4625509E-01     2.8916673E-02  
   8.4654286E-01     3.0437485E-02  
   8.4683062E-01     3.1958297E-02  
   8.4711839E-01     3.3479109E-02  
   8.4740615E-01     3.4999922E-02  
   8.4769392E-01     3.6520734E-02  
   8.4798169E-01     3.8041546E-02  
   8.4826945E-01     3.9562358E-02  
   8.4855722E-01     4.1083170E-02  
   8.4884498E-01     4.2603982E-02  
   8.4913275E-01     4.4124794E-02  
   8.4942052E-01     4.5645606E-02  
   8.4970828E-01     4.7166418E-02  
   8.4999605E-01     4.8687230E-02  
   8.5028381E-01     5.0208043E-02  
   8.5057158E-01     5.1728855E-02  
   8.5085934E-01     5.3249667E-02  
   8.5114711E-01     5.4770479E-02  
   8.5143488E-01     5.6291291E-02  
   8.5172264E-01     5.7812103E-02  
   8.5201041E-01     5.9332915E-02  
   8.5229817E-01     6.0853727E-02  
   8.5258594E-01     6.2374539E-02  
   8.5287370E-01     6.3895351E-02  
   8.5316147E-01     6.5416164E-02  
   8.5344924E-01     6.6936976E-02  
   8.5373700E-01     6.8457788E-02  
   8.5402477E-01     6.9978600E-02  
   8.5431253E-01     7.1499412E-02  
   8.5460030E-01     7.3020224E-02  
   8.5488807E-01     7.4541036E-02  
   8.5517583E-01     7.6061848E-02  
   8.5546360E-01     7.7582660E-02  
   8.5575136E-01     7.9103472E-02  
   8.5603913E-01     8.0624285E-02  
   8.5632689E-01     8.2145097E-02  
   8.5661466E-01     8.3665909E-02  
   8.5687518E-01     8.5042734E-02  
   8.5713570E-01     8.6419560E-02  
   8.5739622E-01     8.7796386E-02  
   8.5765674E-01     8.9173211E-02  
   8.5791726E-01     9.0550037E-02  
   8.5817779E-01     9.1926863E-02  
   8.5843831E-01     9.3303688E-02  
   8.5869883E-01     9.4680514E-02  
   8.5895935E-01     9.6057340E-02  
   8.5921987E-01     9.7434165E-02  
   8.5948039E-01     9.8810991E-02  
   8.5974091E-01     1.0018782E-01  
   8.6000143E-01     1.0156464E-01  
   8.6026195E-01     1.0294147E-01  
   8.6052247E-01     1.0431829E-01  
   8.6078299E-01     1.0569512E-01  
   8.6104352E-01     1.0707194E-01  
   8.6130404E-01     1.0844877E-01  
   8.6156456E-01     1.0982560E-01  
   8.6182508E-01     1.1120242E-01  
   8.6208560E-01     1.1257925E-01  
   8.6234612E-01     1.1395607E-01  
   8.6260664E-01     1.1533290E-01  
   8.6286716E-01     1.1670972E-01  
   8.6312768E-01     1.1808655E-01  
   8.6338820E-01     1.1946338E-01  
   8.6364872E-01     1.2084020E-01  
   8.6390925E-01     1.2221703E-01  
   8.6416977E-01     1.2359385E-01  
   8.6443029E-01     1.2497068E-01  
   8.6469081E-01     1.2634750E-01  
   8.6495133E-01     1.2772433E-01  
   8.6521185E-01     1.2910116E-01  
   8.6547237E-01     1.3047798E-01  
   8.6573289E-01     1.3185481E-01  
   8.6599341E-01     1.3323163E-01  
   8.6625393E-01     1.3460846E-01  
   8.6651445E-01     1.3598528E-01  
   8.6677497E-01     1.3736211E-01  
   8.6703550E-01     1.3873893E-01  
   8.6729602E-01     1.4011576E-01  
   8.6755654E-01     1.4149259E-01  
   8.6781706E-01     1.4286941E-01  
   8.6807758E-01     1.4424624E-01  
   8.6833810E-01     1.4562306E-01  
   8.6859862E-01     1.4699989E-01  
   8.6885914E-01     1.4837671E-01  
   8.6911966E-01     1.4975354E-01  
   8.6938018E-01     1.5113037E-01  
   8.6964070E-01     1.5250719E-01  
   8.6990123E-01     1.5388402E-01  
   8.7016175E-01     1.5526084E-01  
   8.7042227E-01     1.5663767E-01  
   8.7068279E-01     1.5801449E-01  
   8.7094331E-01     1.5939132E-01  
   8.7120383E-01     1.6076815E-01  
   8.7146435E-01     1.6214497E-01  
   8.7172487E-01     1.6352180E-01  
   8.7198539E-01     1.6489862E-01  
   8.7224591E-01     1.6627545E-01  
   8.7250643E-01     1.6765227E-01  
   8.7276696E-01     1.6902910E-01  
   8.7302748E-01     1.7040592E-01  
   8.7328800E-01     1.7178275E-01  
   8.7354852E-01     1.7315958E-01  
   8.7380904E-01     1.7453640E-01  
   8.7406956E-01     1.7591323E-01  
   8.7433008E-01     1.7729005E-01  
   8.7459060E-01     1.7866688E-01  
   8.7485112E-01     1.8004370E-01  
   8.7511164E-01     1.8142053E-01  
   8.7537216E-01     1.8279736E-01  
   8.7563269E-01     1.8417418E-01  
   8.7589321E-01     1.8555101E-01  
   8.7615373E-01     1.8692783E-01  
   8.7641425E-01     1.8830466E-01  
   8.7667477E-01     1.8968148E-01  
   8.7693529E-01     1.9105831E-01  
   8.7719581E-01     1.9243514E-01  
   8.7745633E-01     1.9381196E-01  
   8.7771685E-01     1.9518879E-01  
   8.7797737E-01     1.9656561E-01  
   8.7824147E-01     1.9796136E-01  
   8.7850558E-01     1.9935711E-01  
   8.7876968E-01     2.0075285E-01  
   8.7903378E-01     2.0214860E-01  
   8.7929788E-01     2.0354435E-01  
   8.7956198E-01     2.0494010E-01  
   8.7982608E-01     2.0633584E-01  
   8.8009018E-01     2.0773159E-01  
   8.8035428E-01     2.0912734E-01  
   8.8061839E-01     2.1052308E-01  
   8.8088249E-01     2.1191883E-01  
   8.8114659E-01     2.1331458E-01  
   8.8141069E-01     2.1471033E-01  
   8.8167479E-01     2.1610607E-01  
   8.8193889E-01     2.1750182E-01  
   8.8220299E-01     2.1889757E-01  
   8.8246709E-01     2.2029332E-01  
